Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,28,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,328,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H20,Non-operating expenses,Financial performance,3,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H21,Opening stocks,Financial performance,116,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H22,Closing stocks,Financial performance,130,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H23,Surplus before income tax,Financial performance,63,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H24,Total assets,Financial position,434,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H25,Current assets,Financial position,312,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H26,Fixed tangible assets,Financial position,75,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H27,Additions to fixed assets,Financial position,16,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H28,Disposals of fixed assets,Financial position,11,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H29,Other assets,Financial position,47,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H30,Total equity and liabilities,Financial position,434,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,180,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H32,Current liabilities,Financial position,170,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars (millions),H33,Other liabilities,Financial position,84,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars,H34,Total income per employee count,Financial ratios,193300,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Dollars,H35,Surplus per employee count,Financial ratios,21700,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Percentage,H36,Current ratio,Financial ratios,184,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Percentage,H37,Quick ratio,Financial ratios,107,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Percentage,H38,Margin on sales of goods for resale,Financial ratios,49,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Percentage,H39,Return on equity,Financial ratios,35,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Percentage,H40,Return on total assets,Financial ratios,15,ANZSIC06 groups C134 and C135
2023,Level 4,CC212,"Clothing, Knitted Products and Footwear Manufacturing",Percentage,H41,Liabilities structure,Financial ratios,42,ANZSIC06 groups C134 and C135
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,7336,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,430,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,6841,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,18,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,7,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,42,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,6692,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,48,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,18,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,192,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,1257,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,257,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,4864,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,56,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,769,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,925,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,801,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H24,Total assets,Financial position,5398,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H25,Current assets,Financial position,2873,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,1786,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,383,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,95,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H29,Other assets,Financial position,739,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,5398,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,2772,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,1614,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,1012,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,413800,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,45200,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,178,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Percentage,H37,Quick ratio,Financial ratios,121,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,40,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Percentage,H39,Return on equity,Financial ratios,29,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Percentage,H40,Return on total assets,Financial ratios,15,ANZSIC06 groups C141 and C149
2023,Level 3,CC31,Wood Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,51,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,7336,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,430,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,6841,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,18,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,7,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,42,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,6692,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,48,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,18,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,192,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,1257,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,257,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,4864,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,56,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,769,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,925,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,801,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H24,Total assets,Financial position,5398,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H25,Current assets,Financial position,2873,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,1786,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,383,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,95,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H29,Other assets,Financial position,739,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,5398,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,2772,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,1614,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,1012,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,413800,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,45200,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,178,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Percentage,H37,Quick ratio,Financial ratios,121,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,40,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Percentage,H39,Return on equity,Financial ratios,29,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Percentage,H40,Return on total assets,Financial ratios,15,ANZSIC06 groups C141 and C149
2023,Level 4,CC311,Wood Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,51,ANZSIC06 groups C141 and C149
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H01,Total income,Financial performance,3844,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H02,Sales of goods not further processed,Financial performance,C,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H03,Sales of other goods and services,Financial performance,3544,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,7,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H08,Total expenditure,Financial performance,3645,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H09,Interest and donations,Financial performance,38,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H10,Indirect taxes,Financial performance,9,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H11,Depreciation,Financial performance,165,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H12,Salaries and wages paid,Financial performance,475,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,102,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,2754,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H20,Non-operating expenses,Financial performance,102,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H21,Opening stocks,Financial performance,676,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H22,Closing stocks,Financial performance,712,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H23,Surplus before income tax,Financial performance,235,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H24,Total assets,Financial position,5141,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H25,Current assets,Financial position,2479,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H26,Fixed tangible assets,Financial position,1294,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H27,Additions to fixed assets,Financial position,172,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H28,Disposals of fixed assets,Financial position,66,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H29,Other assets,Financial position,1368,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H30,Total equity and liabilities,Financial position,5141,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,C,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H32,Current liabilities,Financial position,C,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H33,Other liabilities,Financial position,643,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars,H34,Total income per employee count,Financial ratios,786900,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars,H35,Surplus per employee count,Financial ratios,48100,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H36,Current ratio,Financial ratios,C,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H37,Quick ratio,Financial ratios,C,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H38,Margin on sales of goods for resale,Financial ratios,C,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H39,Return on equity,Financial ratios,C,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H40,Return on total assets,Financial ratios,5,ANZSIC06 groups C151 and C152
2023,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H41,Liabilities structure,Financial ratios,C,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H01,Total income,Financial performance,3844,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H02,Sales of goods not further processed,Financial performance,C,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H03,Sales of other goods and services,Financial performance,3544,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,7,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H08,Total expenditure,Financial performance,3645,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H09,Interest and donations,Financial performance,38,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H10,Indirect taxes,Financial performance,9,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H11,Depreciation,Financial performance,165,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H12,Salaries and wages paid,Financial performance,475,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,102,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,2754,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H20,Non-operating expenses,Financial performance,102,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H21,Opening stocks,Financial performance,676,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H22,Closing stocks,Financial performance,712,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H23,Surplus before income tax,Financial performance,235,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H24,Total assets,Financial position,5141,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H25,Current assets,Financial position,2479,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H26,Fixed tangible assets,Financial position,1294,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H27,Additions to fixed assets,Financial position,172,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H28,Disposals of fixed assets,Financial position,66,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H29,Other assets,Financial position,1368,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H30,Total equity and liabilities,Financial position,5141,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,C,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H32,Current liabilities,Financial position,C,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H33,Other liabilities,Financial position,643,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars,H34,Total income per employee count,Financial ratios,786900,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars,H35,Surplus per employee count,Financial ratios,48100,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H36,Current ratio,Financial ratios,C,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H37,Quick ratio,Financial ratios,C,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H38,Margin on sales of goods for resale,Financial ratios,C,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H39,Return on equity,Financial ratios,C,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H40,Return on total assets,Financial ratios,5,ANZSIC06 groups C151 and C152
2023,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H41,Liabilities structure,Financial ratios,C,ANZSIC06 groups C151 and C152
2023,Level 3,CC41,Printing,Dollars (millions),H01,Total income,Financial performance,1505,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,116,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H03,Sales of other goods and services,Financial performance,1383,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,2,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,2,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H07,Non-operating income,Financial performance,2,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H08,Total expenditure,Financial performance,1413,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H09,Interest and donations,Financial performance,13,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H10,Indirect taxes,Financial performance,8,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H11,Depreciation,Financial performance,51,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H12,Salaries and wages paid,Financial performance,425,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,87,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,812,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H20,Non-operating expenses,Financial performance,17,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H21,Opening stocks,Financial performance,113,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H22,Closing stocks,Financial performance,127,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H23,Surplus before income tax,Financial performance,107,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H24,Total assets,Financial position,958,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H25,Current assets,Financial position,466,ANZSIC06 groups C161 and C162
